Código producto,Nombre producto,MARCA DETALLADA,MARCA RESUMIDA,LINEA NEGOCIO
26CS06R,CABLE SOLAR PV 6MM LS-FR-SR-TC ROJO GENE,GENERICA,SECUNDARIA,CABLEADO
26CS06N,CABLE SOLAR PV 6MM LS-FR-SR-TC NEGRO GENE,GENERICA,SECUNDARIA,CABLEADO
ADH40+90,"ADHESIVO SUPERTACK, PARA COMPONENTES DE PROTECCION CONTRA RAYOS, COLOR BLANCO GRAFITO, GENERICO",GENERICA,SECUNDARIA,OTROS
CINAUT23M,CINTA 23 3M AUTOFUNDENTE M.GENERICA,GENERICA,SECUNDARIA,OTROS
61PCA100,PUNTA CAPT LISA C.BASE ALUM 5/8 100CM GENERICA,GENERICA,SECUNDARIA,OTROS
DTSTJ60020,JUEGO PUNTAS DOBLE ESTRE/PALA1/4 GENERICA,GENERICA,SECUNDARIA,OTROS
TJTRC18531,TIJERA AVIACION TRUPER RECTA M GENERICA,GENERICA,SECUNDARIA,OTROS
BRUYCE3HRP,JUEGO BROCA ESCALONADA TRUPER 3PZS 1/8 A 7/8 GENERICA,GENERICA,SECUNDARIA,OTROS
BRIWR34/189,BROCA 3/4 MURO ROTO MARTILLO M. GENERICA,GENERICA,SECUNDARIA,OTROS
CFST784108,CORTAFRIO ELECT  STANLEY 7 84-108 M GENERIC,GENERICA,SECUNDARIA,OTROS
CDSGMAR50M,PELACABLE AUTOMATICO STANLEY O 10-24AWG 96-230 M. GENERICA,GENERICA,SECUNDARIA,CABLEADO
DTIW648324,PINZA VOLTIAMP UNI-T 600A AC UT200B+ GENERICA,GENERICA,SECUNDARIA,OTROS
BRO5/16MURO,BROCA 5/16 MURO M. GENERICA,GENERICA,SECUNDARIA,OTROS
BRDIP514X4,BROCA 1/4 PARA MURO M. GENERICA,GENERICA,SECUNDARIA,OTROS
DIDWD44530,"DISCO PARA METAL M, GENERICA",GENERICA,SECUNDARIA,OTROS
CNTPC12172,CINCEL C/MANGO TRUPER P/PLANA 3/4X12 M GENERICA,GENERICA,SECUNDARIA,OTROS
MEBHLTB20E,CINTA METRICA 10 MTRS M. GENERICA,GENERICA,SECUNDARIA,OTROS
LLTPR13646,JUEG LLAVE BRISTOL TRUPER MM 13 PZS GENERICA,GENERICA,SECUNDARIA,OTROS
POEBC99330,PONCHADORA HIDRAULICA EBCHQ  GENERICA,GENERICA,SECUNDARIA,OTROS
LTTKTC1925,PONCHADORA TOTAL PIN HUECO 23-7 AWG GENERICA,GENERICA,SECUNDARIA,OTROS
NI-CO-ALUM,NIVEL COVO ALUMINIO M. GENERICA,GENERICA,SECUNDARIA,OTROS
PRTPC17704,PRENSA DE 8 PARA TARRAJA GENERICA,GENERICA,SECUNDARIA,OTROS
HVTPTJ3071,JUEGO TARRAJAS TRUPPER P/TUBO 8PZZ GENERICO,GENERICA,SECUNDARIA,OTROS
SDAB316X60,SONDA ACERO PESCAMIN BOLSA 3/16 X 60 MRS GENERICO,GENERICA,SECUNDARIA,OTROS
006,LLANA METALICA M.GENERICA,GENERICA,SECUNDARIA,OTROS
22017,JUEGO PRETUL LLAVE MIXT 6PCS M GENERICA,GENERICA,SECUNDARIA,OTROS
12565,DISCO PULIR METAL TRUPPER 4 1/2 M GENER,GENERICA,SECUNDARIA,OTROS
DIMP415158,DISCO DIAM SEGM 4-1/2 M GENERICA,GENERICA,SECUNDARIA,OTROS
04500007,ARANDELA PLANA ZIN 1/4 M. GENERICA,GENERICA,SECUNDARIA,OTROS
TACO2*15,TACO ENCHUFABLE 2*15A M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-2/0,TERMOENCOGIBLE AMARILLO 2/0 X METRO M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-2/0,TERMOENCOGIBLE AZUL 2/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-6,TERMOENCOGIBLE AMARILLO  6 X MT M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-6,TERMOENCOGIBLE AZUL 6 X MT M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-10,TERMOENCOGIBLE AMARILLO 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-10,TERMOENCOGIBLE AZUL 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-6,TERMOENCOGIBLE NEGRO 6 X MT M GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI6,TERMINAL PIN CILINDRICO GRIS 6AWG M.GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI2,TERMINAL PIN CILINDRICO BEIGE 2AWG M GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI10,TERMINAL PIN CILINDRICO NEGRO 10AWG M.GENERICA,GENERICA,SECUNDARIA,OTROS
TBRMA-36,TABLERO BIFASICO 36 CTOS M GENERICA,GENERICA,SECUNDARIA,OTROS
SEÑRIES,SEÑAL DE RIESGO M GENERICA,GENERICA,SECUNDARIA,OTROS
CONALURON,CONECTOR ALUMINIO ALAMBRON M GENE,GENERICA,SECUNDARIA,CABLEADO
680007023030,CAJA INSPECCION PUESTA A TIERRA POLIMERICA 30X30 CPN TAPA M.GENERICA,GENERICA,SECUNDARIA,OTROS
C#6AISAL,CABLE #6 AISLADO ALUMINIO M GENE,GENERICA,SECUNDARIA,CABLEADO
PIMABLR160,AEROSOL MASSO NARANJA OSCURO 7 M GENE,GENERICA,SECUNDARIA,OTROS
TEREST8AWG,TERMINAL ESTAÑO BARRIL CORTO 8AWG (1/4)M. GENE,GENERICA,SECUNDARIA,OTROS
TERBI6-5/6,TERMINAL BIMETALICA 6AWG (5/16) M GENE,GENERICA,SECUNDARIA,OTROS
LB5,CONDULETA LB DE 1 1/2 ALUMINIO ROSCADA M GENERICA,GENERICA,SECUNDARIA,OTROS
LR5E,CONDULETA L-R 1 1/2 LISA M GENERICA,GENERICA,SECUNDARIA,OTROS
LR6,"CONDULETA 2"" L-R ROSCADA M GENE",GENERICA,SECUNDARIA,OTROS
COELTUB1/0,TERMINAL ELECT BORNA COBRE ESTAÑADO OJO 1/03/8 M GENERICA,GENERICA,SECUNDARIA,OTROS
LR8,"CONDULETA ROSCADA AL 3"" M GENE",GENERICA,SECUNDARIA,OTROS
70888,"GRAPAR DOBLE ALA 3"" M GENE",GENERICA,SECUNDARIA,OTROS
TODRW8*4DR,TORNILLO DRYWALL #8X4 M GENERICA,GENERICA,SECUNDARIA,OTROS
TOTIND100,TOTALIZADOR CAJA MOLDEADAD 2/100 M GENE,GENERICA,SECUNDARIA,OTROS
5504000,CONECTORES RETIE MC4 M.GENERICA,GENERICA,SECUNDARIA,OTROS
CN3MEM2NAI,CINTA AISLANTE 3M SCOTCH SUPER 33 M GENE,GENERICA,SECUNDARIA,OTROS
030020011,"CAPACETE 1"" EMT M.GENE",GENERICA,SECUNDARIA,OTROS
73OXE-TX3403611,INTERRP AUTO RIEL TX3 250AMP M GENE,GENERICA,SECUNDARIA,OTROS
PRESTOP3/8,PRENSA ESTOPA 3/8 M. GENERICA,GENERICA,SECUNDARIA,OTROS
1020,CONECTOR DERIVACION ALU-COBRE  APANTALLADO NACI M GENE,GENERICA,SECUNDARIA,OTROS
1599712-1,CONECTOR PARA TIERRA TGC 5/8-2 M GENE,GENERICA,SECUNDARIA,OTROS
404PVC150-P,TERMINAL PVC 1 1/2 M GENE,GENERICA,SECUNDARIA,OTROS
CHAZMTRL12,CHAZO RL MULTIUSO 1/2 ROSCA INTER M GENE,GENERICA,SECUNDARIA,OTROS
CHAZE12212,CHAZO EXPANSIVO 1/2 X 2-1/4 M GENE,GENERICA,SECUNDARIA,OTROS
BUSH10A,"BUSHING 4"" EMT AISLADO M. GENE",GENERICA,SECUNDARIA,OTROS
2487,VARILLA ROSCADA 1/2 X 3MTRS M GENE,GENERICA,SECUNDARIA,OTROS
490001004256,COLLARIN 2 SALIDAS 5- 6 PL 1/4 140MM M GENE,GENERICA,SECUNDARIA,OTROS
490001002121,PERCHA 1 PUESTO CAL 14 M.GENE,GENERICA,SECUNDARIA,OTROS
140004000012,ALAMBRE GALVANIZADO #12 X 1 K M GENE,GENERICA,SECUNDARIA,CABLEADO
PEGFROS,PEGANTE FIJADOR DE ROSCAS M GENE,GENERICA,SECUNDARIA,OTROS
84489,CINTAFLANCHE 15 CM X 5 M M.GENE,GENERICA,SECUNDARIA,OTROS
1SDA068780R1,INTERRUPTOR DE CAJA MOLDEADA 3X150A M GENE,GENERICA,SECUNDARIA,OTROS
1SDA066702R1,INTERRUPTOR DE CAJA MOLDEADA 3X50 A M GENE,GENERICA,SECUNDARIA,OTROS
TOTU14X11C,TORNILLO C/HEXAGONAL 1/4 X 1-1/2 M GENE,GENERICA,SECUNDARIA,OTROS
TERNEG3/16-5MM,TERMOENCOGIBLE NEGRO 3/16 (5MM) M. GENERICA,GENERICA,SECUNDARIA,OTROS
TERPIN14AWG,TERMINAL PIN CILINDRICO AZUL 14 AWG M. GENERICA,GENERICA,SECUNDARIA,OTROS
BLODIS3*7,BLOQUE DISTRIBUCION 3*7 TOR.ONKA M. GENERICA,GENERICA,SECUNDARIA,OTROS
BLODIS4*7,BLOQUE DISTRIBUCION 4*7  TORNILLOS M. GENERICA,GENERICA,SECUNDARIA,OTROS
MWD130237500,INTERRUPTOR SENCILLO BLANCO GENESIS SCHNEIDER,GENERICA,SECUNDARIA,OTROS
MWD130237503,INTERRUPTOR TRIPLE BLANCO GENESIS SCHNEIDER,GENERICA,SECUNDARIA,OTROS
CONDU-L-1-1/4,CONDULETA EN L DE 1 1/4 LISA M. GENERICA,GENERICA,SECUNDARIA,OTROS
CONDERALUM,CONECTOR DERIVACION ALUMINIO - COBRE (CU-AL) APANTALLADO NACIONAL M. GENERICA,GENERICA,SECUNDARIA,OTROS
TERNEG-COLORES,TERMOENCOGIBLE 3/16 (5MM) COLORES SURTIDOS M. GENERICA,GENERICA,SECUNDARIA,OTROS
1546041,TORNILLO HEX LAM AUTOR PUNTA BROCA 10*3 GENERICO,GENERICA,SECUNDARIA,OTROS
1545034,TORNILLO LAM AUTOR C/ARAN NEOPRENO 10*2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
P/RAYO12KV10KA,PARARRAYOS POLIMERICOS TIPO LINEA 12KV 10KA M. GENERICA,GENERICA,SECUNDARIA,OTROS
S/NADOR15KV600A,SECCIONADOR MONOPOLAR TIPO CUCHILLA 15 KV 600 A M. GENERICA,GENERICA,SECUNDARIA,OTROS
DPSPGC,DPS PARA BAJA TENSION PROTECCION GABINETE DE CONTROL M. GENERICA,GENERICA,SECUNDARIA,OTROS
BGMP101201,DESTOR AISLADO PALA M. GENERICA,GENERICA,SECUNDARIA,OTROS
GAPRE20401,GAFA PRETUL TRANSPARENTE 20401 M GENERICA,GENERICA,SECUNDARIA,OTROS
COELTRE216,CONECTOR ELEC TIPO RESORTE ECON 18 AWG M GENERICA,GENERICA,SECUNDARIA,OTROS
AGECZP3LBE,ZAPAPICA 4 LBRS COLIMA M. GENERICA,GENERICA,SECUNDARIA,OTROS
TDPTL29975,TALADRO INAL. PRETUL 3/8 12V M GENERICA,GENERICA,SECUNDARIA,OTROS
BRCBTUS126,BROCA 1/2 MURO M. GENERICA,GENERICA,SECUNDARIA,OTROS
CRDF1DUFPV,PUNTA ESTRELLA WERK NEGRA 1/4*6 M. GENERICA,GENERICA,SECUNDARIA,OTROS
BRNCLAMI14,BROCA METALICA 1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
BRNCLAM332,BROCA METALICA 3/32 M GENERICA,GENERICA,SECUNDARIA,OTROS
BRNCLAM516,BROCA METALICA 5/16 M GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB58353,SIERRACOPA BIMETAL 29MM 1-1/8 PARA 3/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB5851,SIERRACOPA BIMETAL 22MM 7/8 PARA 1/2 M GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB58357,SIERRACOPA BIMETAL 35MM 1-3/8 PATRA 1 M GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI14,TERMINAL PIN CILINDRICO GRIS 14AWG M.GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI08,TERMINAL PIN CILINDRICO GRIS 8AWG M.GENERICA,GENERICA,SECUNDARIA,OTROS
DIWECWS440,DESTORNILLADOR ESTRIA AISLADO M GENERICA,GENERICA,SECUNDARIA,OTROS
PLG6,TAPON 2 HIERRO CABEZA CUADRADA M GENERICA,GENERICA,SECUNDARIA,OTROS
3901,SILICONA ANTIHONGOS TUBO 280 ML NEGRA M. GENERICA,GENERICA,SECUNDARIA,OTROS
ALSTP84056,ALICATE ELECT STANLEY PROF 8 84-056 M.GENERICA,GENERICA,SECUNDARIA,OTROS
ALSTP84023,ALICATE ELECT STANLEY 8 84-023 M. GENERICA,GENERICA,SECUNDARIA,OTROS
DTSTJ65980,JUEGO DESTORNILLADOR AISLADO 1000V M GENERICA,GENERICA,SECUNDARIA,OTROS
PREN21MM-3/4,PRENSA ESTOPA DE 3/4 M. GENERICA,GENERICA,SECUNDARIA,OTROS
TOGL10X112,TORNILLO GOLOSO 5/16 M GENERICA,GENERICA,SECUNDARIA,OTROS
CHAZOPL516,CHAZO PLASTICO 5/16 M.GENERICA,GENERICA,SECUNDARIA,OTROS
BASALAM,BASE PARA AISLADOR SNAP OBBO M GENERICA,GENERICA,SECUNDARIA,OTROS
TAB6CTO2F,TABLERO 6 CIRCUITOS 2F AMP M. GENERICA,GENERICA,SECUNDARIA,OTROS
337002,CINTA DOBLE FAZ M. GENE,GENERICA,SECUNDARIA,OTROS
PERSBAL,PERFIL SOBREPONER ALUMINIO 3MTR 4 M GENE,GENERICA,SECUNDARIA,OTROS
PERINCAL,PERFIL INCRUSTAR ALUMINIO 3MTR M GENE,GENERICA,SECUNDARIA,OTROS
ALPUB50W,LUMINARIA ALUMBRADO PUBLICO 50W 6500K FOTOCELDA M.GENERICA,GENERICA,SECUNDARIA,ILUMINACION
PUDWD28496,ESCALERA EXTENSION DIELECTRICA 28 PASOS FIBRA DE VIDRIO M. GENERICA,GENERICA,SECUNDARIA,OTROS
PIAECA0160,PINCHA APOYA POSTE  M GENERICA,GENERICA,SECUNDARIA,OTROS
ELFGFP0146,ZAPATA AUTONIVELADORA M.GENERICA,GENERICA,SECUNDARIA,OTROS
370006120580,PUNTA CAPTADORA 5/8 X 1.20 CM ALUMINIO SIN BASE M GENERICA,GENERICA,SECUNDARIA,OTROS
840003000033,BASE METALICA PARA PUNTA CAPTADORA EN ALUMINIO DE 5/8 PLANA M GENERICA,GENERICA,SECUNDARIA,OTROS
LR57ALU,CONDULETA LR DE 1 1/2 SERIE 7 DE ALUMINIO M GENERICA,GENERICA,SECUNDARIA,OTROS
GRAPA5D0,GRAPA 1-1/2 DOBLE OJO EMT LAMINA M. GENERICA,GENERICA,SECUNDARIA,OTROS
CHAEXP3/8*2,CHAZO EXPANSIVO 3/8 X 2-/1/2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
230006010152,CABLE ALUMINIO XLPE 15 KV # 1/0 133% 90 CINTA SR M.GENERICA,GENERICA,SECUNDARIA,CABLEADO
DIBA814541,DADO P/TARRAJA TRUPER 1 1/2 13082 M GENERICA,GENERICA,SECUNDARIA,OTROS
AMHW55CNEG,AMARRE PLASTICO 55CM NEGRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TDINH10508,TALADRO ROTOMARTILLO INGCO SDS PLUS 800W M.GENERICA,GENERICA,SECUNDARIA,OTROS
POHATE04WF,PONCHADORA SPK TERMINAL AISLADO Y PIN HUECO 06WF2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
PERES3M,"PERFIL ESQUINERO * 3 MTRS M,GENERICA",GENERICA,SECUNDARIA,OTROS
00089,GUANTE CARNAZA SENCILLO CORTO M GENERICA,GENERICA,SECUNDARIA,OTROS
00091,GUANTE CARNAZA SENCILLO SOLDADOR M. GENERICA,GENERICA,SECUNDARIA,OTROS
4452,GUANTE DIELECTRICO CLASE 0 M.GENERICA,GENERICA,SECUNDARIA,OTROS
000527,"FACE PLATE SENCILLO PANDUIT M,GENERICA",GENERICA,SECUNDARIA,OTROS
LLA4POL,LLAVE BYPASS 4 POLOS M. GENERICA,GENERICA,SECUNDARIA,OTROS
BAR15CM,BARRA G 15 CM M.GENERICA,GENERICA,SECUNDARIA,OTROS
DW8065:C,DISCO DEWALT CORTE FINO 7 INOX M. GENERICA,GENERICA,SECUNDARIA,OTROS
IMP-0109,DISCO DIAMANT 7 SEGMENT ECO IMP M. GENERICA,GENERICA,SECUNDARIA,OTROS
TOGLLA12*2,"TORNILLO GOLOSO GARBANZO 12 * 2"" M GENERICA",GENERICA,SECUNDARIA,OTROS
JUUYBCE3SU,JUEGO DE BROCAS ESCALONADAS UYUSTOOL 3/16 A 1-1/4 M.GENERICA,GENERICA,SECUNDARIA,OTROS
700202,"MINIRODILLO DE 2"" M GENERICA",GENERICA,SECUNDARIA,OTROS
50006000003,HIDROSOLDA 15 KG M GENERICA,GENERICA,SECUNDARIA,OTROS
BROCHSS1/2,BROCA HSS NICHILSON LAMINA 1/2 M. GENERICA,GENERICA,SECUNDARIA,OTROS
BROCHSS3/8,BROCA HSS NICHILSON LAMINA 3/8 M.GENERICA,GENERICA,SECUNDARIA,OTROS
CHAEXP1/2*2-1/4,CHAZO EXPANSIVO 1/2X 2-1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
SACHIDR22-60,SACABOCADO HIDRAULICO EBCHQ 22-60 5MM M.GENERICA,GENERICA,SECUNDARIA,OTROS
COPMAG5/16*2,COPA MAGNETICA TRUPER 5/16 X 2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
TORBROAVE6*1,TORNILLO P/BROCA AVELLANADO 6X 1 M.GENERICA,GENERICA,SECUNDARIA,OTROS
TORBROAVE8*1,TORNILLO P/BROCA AVELLANADO 8X 1-1/4 M.GENERICA,GENERICA,SECUNDARIA,OTROS
TORGOL8-1/2,TORNILLO GOLOSO C7GARBANZO #8 *1/2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
SILINEGR300ML,SILICONA PEGADIT NEGRA POLIURETANO 300ML M.GENERICA,GENERICA,SECUNDARIA,OTROS
DISFLAX4-1/2,"DISCO FLAX DE 4 1/2 M,GENERICA",GENERICA,SECUNDARIA,OTROS
BROCHSS1/4,BROCA HSS NICHOLSON LAMINA 1/4M M.GENERICA,GENERICA,SECUNDARIA,OTROS
CHAEXO1/2*3,CHAZO EXPANSIVO 1/2 X 3 M.GENERICA,GENERICA,SECUNDARIA,OTROS
CHAMAR3/8,CHAZO MARIPOSA METALICO 3/8 M.GENERICA,GENERICA,SECUNDARIA,OTROS
CHAPLA3/8,CHAZO PLASTICO 3/8 M. GENERICA,GENERICA,SECUNDARIA,OTROS
TORGOL3/8,TORNILLO GOLOSO 3/8 M. GENERICA,GENERICA,SECUNDARIA,OTROS
CHADRY3/8,CHAZO DRYWALL 3/8 M.GENERICA,GENERICA,SECUNDARIA,OTROS
CHADRY5/16,CHAZO DRYWALL 5/16 MGENERICA,GENERICA,SECUNDARIA,OTROS
TORHEX10*2,TORNILLO P/BROCA C/HEX 10X2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
TORBROHEX10*1-1/210*1-1/2,TORNILLO P/BROCA C/HEX 10X 1-1/2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB58361,SIERRACOPA BIMETAL 29MM 2 PARA 1-1/2 M GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB58362,SIERRACOPA BIMETAL 29MM 1-1/2 PARA 2 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROHSSLAM1/4,BROCA HSS INCOLMA LAMINA 1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROHSS1/8,BROCA HSS INCOLMA LAMINA 1/8 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROHSS3/16,BROCA HSS INCOLMA LAMINA 3/16 M.GENERICA,GENERICA,SECUNDARIA,OTROS
BROSDS1/2*6,BROCA SDS RANURADA IRWN MURO 1/2X6 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROSDS1/4*4,BROCA SDS RANURADA IRWN MURO 1/4X4 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROSDS5/16*4,BROCA SDS RANURADA IRWN MURO 5/16X4 M GENERICA,GENERICA,SECUNDARIA,OTROS
BROSDS3/16*4,BROCA SDS RANURADA IRWN MURO 3/16X4 M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-1/0,TERMOENCOGIBLE AMARILLO 1/0 X METRO M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-1/0,TERMOENCOGIBLE AZUL 1/0 X METRO M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-1/0,TERMOENCOGIBLE ROJO 1/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-1/0,TERMOENCOGIBLE BLANCO 1/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-1/0,TERMOENCOGIBLE NEGRO 1/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-1/0,TERMOENCOGIBLE VERDE 1/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-2/0,TERMOENCOGIBLE ROJO 2/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-2/0,TERMOENCOGIBLE BLANCO 2/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-2/0,TERMOENCOGIBLE VERDE 2/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-2/0,TERMOENCOGIBLE NEGRO 2/0 X METRO M.GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-6,TERMOENCOGIBLE ROJO 6 X MT M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-6,TERMOENCOGIBLE BLANCO 6 X MT M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-6,TERMOENCOGIBLE VERDE 6 X MT M GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-8,TERMOENCOGIBLE AMARILLO 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-8,TERMOENCOGIBLE AZUL 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-8,TERMOENCOGIBLE ROJO 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-8,TERMOENCOGIBLE BLANCO 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-8,TERMOENCOGIBLE VERDE 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-8,TERMOENCOGIBLE NEGRO 8 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-10,TERMOENCOGIBLE ROJO 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-10,TERMOENCOGIBLE BLANCO 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-10,TERMOENCOGIBLE VERDE 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-10,TERMOENCOGIBLE NEGRA 10 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AMA-12,TERMOENCOGIBLE AMARILLO 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-AZU-12,TERMOENCOGIBLE AZUL 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-ROJ-12,TERMOENCOGIBLE ROJO 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-BLA-12,TERMOENCOGIBLE BLANCO 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-VER-12,TERMOENCOGIBLE VERDE 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
TER-NEG-12,TERMOENCOGIBLE NEGRO 12 X MT M. GENERICA,GENERICA,SECUNDARIA,OTROS
JU-ALI-AIS/1000,JUEGO ALICATE AISLADO 1000V M.GENERICA,GENERICA,SECUNDARIA,OTROS
AMABLA50CM,AMARRE BLANCO 50 CM M. GENERICA,GENERICA,SECUNDARIA,OTROS
PUTPC16452,PULIDORA TOTAL 4-1/2 750W M.GENERICA,GENERICA,SECUNDARIA,OTROS
ABCVGT3016,ABRAZADERA CREMALLERA COVALCA 16 13/16 A 1-1/2 M.GENERICA,GENERICA,SECUNDARIA,OTROS
ABCVGT2024,ABRAZADERA CREMALLERA COVALCA 24 1-1/16 A 2 M. GENERICA,GENERICA,SECUNDARIA,OTROS
BRDIP3/8*4,BROCA SDS DIAGER MURO ESPIRAL 3/8X4-1/2 M. GENERICA,GENERICA,SECUNDARIA,OTROS
PZSTP84101,PINZA P/LARGA ELECTRICA STANLEY 6 84-101 M. GENERICA,GENERICA,SECUNDARIA,OTROS
DTSTJ66052,JUEGO DESTORNILLADOR STANLEY D/PRESION 6PZ M.GENERICA,GENERICA,SECUNDARIA,OTROS
DTSTE69177,DESTORNILLADOR STANLEY PRO ESTR 69-177 1/4X4 M. GENERICA,GENERICA,SECUNDARIA,OTROS
LU31GOT90M,ACEITE 3 EN 1 GOTERO 90MM M.GENERICA,GENERICA,SECUNDARIA,OTROS
COELBLA8AW,TERMINAL PIN HUECO #8 M. GENERICA,GENERICA,SECUNDARIA,OTROS
DIBD412410,TERMINAL PIN HUECO #6 M.GENERICA,GENERICA,SECUNDARIA,OTROS
88510603,BROCA HSS INCOLMA LAMINA 3/32 GATO M.GENERICA,GENERICA,SECUNDARIA,OTROS
88510629,BROCA HSS INCOLMA LAMINA 1/2M GATO  M. GENERICA,GENERICA,SECUNDARIA,OTROS
250010303127,TABLERO TRIFASICO RIEL12 CIRCUITOS . M GENERICA,GENERICA,SECUNDARIA,OTROS
3908,TOMA LEVINTON SEGURIDAD AMARILLA CON POLO M GENERICA,GENERICA,SECUNDARIA,OTROS
CINCAL110,CINTA LED CALIDA ROLLO X 10 MTRS A 110V M.GENERICA,GENERICA,SECUNDARIA,OTROS
ALPKCP413G,ALICATE ELECT MULTIUSOS 8.5 22-8AWG CP-413 M.GENERICA,GENERICA,SECUNDARIA,OTROS
TPPLPRNIÑO,TAPA TOMA PLASTICA PROTECCION NIÑOS M. GENERICA,GENERICA,SECUNDARIA,OTROS
T11E00010C,EMPALMES TUBULARES EN COBRE ESTAÑADO 10 AWG M GENERICA,GENERICA,SECUNDARIA,OTROS
PT01020001,TROQUEL 6CM SENCILLO LEVINTON C24 BLANCO MENTA GF M.GENERICA,GENERICA,SECUNDARIA,OTROS
68000031,CONECTOR P/TIERRA CLEMA PARA BANDEJA M. GENERICA,GENERICA,SECUNDARIA,CABLEADO
60613,DETECTOR DE VOLTAJE 90-1000V M GENE,GENERICA,SECUNDARIA,OTROS
0517219,TORNILLO AUTOPERFORANTE 1 M GENE,GENERICA,SECUNDARIA,OTROS
TLLCLB-5,TORNILLO AUTOPERFORANTE 1 1/2 M GENE,GENERICA,SECUNDARIA,OTROS
2001,BREAKER 15 AMP ENCHUFABLE MONOPOLAR M GENE,GENERICA,SECUNDARIA,OTROS
20003000017,CONECTOR RESORTE 18*8 AWG ROJO-AMARILLO M GENE,GENERICA,SECUNDARIA,OTROS
77C562,CONECTOR DERIVACION # 10-12 M GENE,GENERICA,SECUNDARIA,OTROS
53TR1032,BREAKER RIEL 1*32 AM M GENE,GENERICA,SECUNDARIA,OTROS
53TR2040,BREAKER RIEL 2*40 AM M GENE,GENERICA,SECUNDARIA,OTROS
46DSE2040,TACO ENCHUFABLE 2X40 AMP M GENE,GENERICA,SECUNDARIA,OTROS
